idx,company,website,tax1,tax2,tax3,city,notes,address,lat,lng
612,Sveigaard Energy,https://sveigaard.dk/,Solar,Thermal Energy,Energy Efficiency,Herning,,"Industriparken 45, Herning 7400",56.11248,8.971607
613,Nel Hydrogen A/S,https://nelhydrogen.com/,Hydrogen,Storage,Wave/Water/Hydro,Herning,Hydrogen refueling stations and electrolyzers,"Vejlevej 5, Herning 7400",56.11305,8.977838
614,K2 Management,https://k2management.com,Wind,,,Viby,Wind and solar management,"Hasselager Centervej 27, Viby 8260",56.11563,10.13015
615,Climbpartner ApS,http://www.climbpartner.dk,Professional Services,Wind,Oil and Gas,Ringkøbing,Wind Energy; Oil and Gas,"Sønderbyvej 28, Ringkøbing 6950",56.11867,8.153369
616,Miracle Q-Inspect a/s,http://q-inspect.dk/mobil-rapportering-datafangst/,IoT/IIoT,Energy Efficiency,,Viby,"Wind Energy; Oil and Gas, Other","Skanderborgvej 232, Viby 8260",56.1189,10.13991
617,Niebuhr Gears A/S,http://www.niebuhr.dk/,Engineering,Enabling Technologies/Components,Professional Services,Ikast,Wind Energy Product Supplier,"La Cours Vej 8, Ikast 7430",56.11953,9.167443
618,Arla Foods A.m.b.a,https://arlafoods.com,Circular Economy,,,Viby J,,"Sønderhøj 14, Viby J 8260",56.12001,10.15695
619,Danish Energy Management,https://dem.dk,Energy Systems/Management,Consulting,Professional Services,Viby,Consultancy within energy policies,"Vestre Kongevej 4a, Viby 8260",56.122587,10.151259
620,Windtech A/S,https://www.wind-tech.dk/en/,Wind,Professional Services,Evaluation/Compliance,Herning,Wind Energy operation & maintenance,"Mørupvej 27-36, Herning 7400",56.12456,8.941607
621,Energnist,https://energnist.dk,Environmental Remediation,,,Herning,Energy from non-recyclable waste,"Uldjydevej 20, Herning 7400",56.12752,9.037008
622,DAMRC,http://www.damrc.dk,Academia/Research,Manufacturing,,Herning,Wind Energy,"Sandagervej10, Herning 7400",56.12872,8.940155
623,FT Technologies ApS,http://www.fttechnologies.com,Wind,Enabling Technologies/Components,IoT/IIoT,Herning,Wind Energy Product Supplier,"Birk Centerpark 40, Herning 7400",56.12888,9.025751
624,Innogie,http://www.innogie.dk,Solar,Storage,Energy Efficiency,Herning,Solar energy technology,"Birk Centerpark 40, Herning 7400",56.12888,9.025751
625,Site Facility,https://sitefacility.dk,Mobility as a Service,Professional Services,,Herning,Managing camp facility services,"Birk Centerpark 40, Herning 7400",56.12888,9.025751
626,CFE,http://auhe.au.dk/en/research/research-centres/cen,Academia/Research,,,Herning,,"Birk Centerpark 15, Herning 7400",56.12947,9.027054
627,Klimadan A/S,https://klimadan.dk/,Thermal Energy,Energy Systems/Management,Energy Efficiency,Ikast,Heating pumps,"Rømersvej 30, Ikast 7430",56.13112,9.144571
628,Horten,https://www.horten.dk/,Law,Professional Services,Utility/Grid,Herning,,"Godsbanevej 1B, Herning 7400",56.132157,8.978647
629,Rationel,http://www.rationel.co.uk,Built Environment/Construction,,,Herning,Energy efficient windows and doors,"Dalgas Alle 7, Herning 7400",56.13403,8.964441
630,KK Wind Solutions,https://kkwindsolutions.com,Wind,Energy Systems/Management,,Ikast,Systems for wind turbines,"Bøgildvej 3, Ikast 7430",56.13417,9.1282
631,Dansø Assurance Forsikringsmægler,https://www.dansoe.dk/,Insurance,Professional Services,,Ikast,Wind Energy consulting services,"Marsvej 2, Ikast 7430",56.13555,9.135502
632,AB Inventech,http://www.ab-inventech.dk,Manufacturing,Wind,,Ikast,"R&D, test & demonstration","Eli Christensensvej 76-84, Ikast 7430",56.13843,9.1307
633,Deugro Danmark,https://deugro.com,Wind,,,Herning,Turnkey logistics company,"Overgade 21, Herning 7400",56.13877,8.967852
634,Vindenergi Danmark amba,http://www.vindenergi.dk,Generation/Transmission,Utility/Grid,,Århus C,Wind Energy consulting services,"Marselisborg Havnevej 28, 2. sal, Århus C 8000",56.13894,10.21562
635,Teknologisk Institut,http://www.teknologisk.dk,Academia/Research,,,Århus,"R&D, test & demonstration","Kongsvang Allé 29, Århus 8000",56.13906,10.1864
636,City of Ikast-Brande,https://ikast-brande.dk,Solar,Wind,Built Environment/Construction,Ikast,A unique position in wind,"Rådhusstrædet 6, Ikast 7430",56.13912,9.155814
637,DSV Air & Sea Denmark,http://www.dsv.com/dk,Wind,,,Aarhus C,"Transport, logistics & installation","Oliehavnsvej 2, Aarhus C 8000",56.14172,10.21199
638,Aarhus Havn,http://www.aarhushavn.dk,Mobility as a Service,,,Aarhus C,"Transport, logistics & installation","Vandvejen 7, Aarhus C 8000",56.14229,10.23142
639,SAL Heavy Lift GmbH,http://www.sal-heavylift.com,Mobility as a Service,,,Aarhus,Wind Energy; Oil and Gas,"Vandvejen 7, Aarhus 8000",56.14229,10.23142
640,Co2Pro,https://www.co2pro.dk/,Solar,Professional Services,Consulting,Ikast,,"Nygade 95 A, Ikast 7430",56.14269,9.171049
641,Joint Blade Rotor A/S,https://www.jointbladerotor.dk/,Wind,Energy Efficiency,Engineering,Herning,Wind Energy Product Supplier,"Irisvej 33 d, Herning 7400",56.14514,8.97139
642,Herning Vand,https://herningvand.dk,Wave/Water/Hydro,,,Herning,Independent utility company,"Ålykkevej 5, Herning 7400",56.14633,8.942461
643,Rope Robotics,https://roperobotics.com/,IoT/IIoT,Professional Services,,Åbyhøj,Blade maintenance,"Lokesvej 4, Åbyhøj 8230",56.14835,10.16603
644,Horten,https://www.horten.dk/,Law,Professional Services,Utility/Grid,Aarhus C,,"Frederiks Plads 36, Aarhus C 8000",56.148833,10.20765
645,Aarsleff Pipe Technologies,https://aarsleffpipe.com,Wave/Water/Hydro,Built Environment/Construction,,Aarhus,No-Dig renewal of pipe systems,"Lokesvej 15, Åbyhøj, Aarhus 8230",56.14933,10.17024
646,Danske Commodities,https://danskecommodities.com/,Finance,Marketing,,Aarhus C,Energy trading; power and gas,"Vaerkmestergade 3, Aarhus C 8000",56.14948,10.20702
647,Bech-Bruun,https://www.bechbruun.com/,Law,Consulting,Professional Services,Aarhus C,,"Værkmestergade 2, Aarhus C 8000",56.150493,10.209431
648,APX10,https://apx10.com/,IoT/IIoT,Consulting,Wave/Water/Hydro,Aarhus C,Big data analytics,"Banegårdsgade 55, 4th floor, Aarhus C 8000",56.15055,10.20254
649,RT9 Scandinavian Rope Access,http://www.rt9.dk/,Professional Services,Evaluation/Compliance,,Harlev,Wind Energy; Oil and Gas,"Framlev Korsvej 25, Harlev 8462",56.15217,10.0095
650,Aarhus Arkitekterne,https://aa-a.dk,Architecture/Design,Built Environment/Construction,Professional Services,Aarhus C,Sustainable architecture,"Europaplads 16, Aarhus C 8000",56.15223,10.21265
651,Alcon,https://alcon.nu,Energy Efficiency,Enabling Technologies/Components,,Låsby,Straw – and biomass boilers,"Ole Rømers Vej 13, Låsby 8670",56.15248,9.815592
652,City of Aarhus,https://aarhus.dk/english/,Energy Efficiency,Built Environment/Construction,,Aarhus C,Danish municipality of Aarhus,"Sønder Allé 2, Aarhus C 8000",56.15265,10.20285
653,Advokatkompagniet A/S,https://www.advokatkompagniet.dk/aarhus/languages/english/,Law,,,Århus C,Wind Energy consulting services,"Margrethepladsen 4, plan 4, Århus C 8000",56.15275,10.19546
654,MFT Energy,https://mft-energy.com/,Finance,Accelerator/Incubator,,Aarhus,Service provider; energy trading; power trading tools,"Margrethepladsen 4, Aarhus 8000",56.15275,10.19546
655,AVK,https://www.avkvalves.com/en,Enabling Technologies/Components,Wave/Water/Hydro,Oil and Gas,Galten,Production of valves and hydrants,"Bizonvej 1, Galten 8464",56.15297,9.94908
656,Wood Mackenzie Power & Renewables (Tidligere MAKE Consulting),https://www.woodmac.com/our-expertise/capabilities/power-and-renewables/,Consulting,Professional Services,,Aarhus,Wind Energy consulting services,"Sønder Allé 9, 1. Sal, Aarhus 8000",56.15305,10.20567
657,MAKE,https://consultmake.com,Solar,Wave/Water/Hydro,,Aarhus C,Renewable energy insight,"Søndergade 53, Aarhus C 8000",56.15327,10.2057
658,"Moeller & Groenborg, Architects and Planners",https://mgarkitekter.dk/company,Architecture/Design,,,Aarhus C,Infrastructure and energy planning,"Mindegade 13, Aarhus C 8000",56.15344,10.21198
659,Kanda,https://www.kanda.dk/,IoT/IIoT,Marketing,Professional Services,Åbyhøj,Digital development,"Søren Frichs Vej 42Q, Åbyhøj 8230",56.15347,10.17467
660,Kromann Reumert,http://www.kromannreumert.com,Law,Professional Services,Utility/Grid,Aarhus,Wind Energy consulting services,"Rådhuspladsen 3, Aarhus 8000",56.153518,10.203357
661,MBP Solutions,https://mbpsolutions.com,Biofuels,Energy Systems/Management,,Silkeborg,Recycling industrial bio by-products,"Vejlsøvej 55, Silkeborg 8600",56.15355,9.559468
662,DLA Piper,https://denmark.dlapiper.com/da,Law,Consulting,Professional Services,Aarhus C,,"DOKK1 Hack Kampmanns Plads 2, Level 3, Aarhus C 8000",56.153725,10.214382
663,Sverdrup Steel,http://www.sverdrupsteel.com,Materials,Professional Services,,Silkeborg,Oil and Gas,"Ferskvandscentret, Vejlsøvej 51, Silkeborg 8600",56.15378,9.560814
664,C.F. Møller Architects,https://cfmoller.com,Architecture/Design,Built Environment/Construction,Professional Services,Aarhus C,Urban design and landscape,"Europaplads 2, Aarhus C 8000",56.15394,10.21254
665,Nordic Energy House,https://www.nordicenergyhouse.com/,Finance,Professional Services,,Aarhus C,Energy trading; power,"Østergade 27, Aarhus C 8000",56.15396,10.20786
666,EnviDan,https://envidan.com,Wave/Water/Hydro,Professional Services,Finance,Silkeborg,Environmental solutions for water,"Vejlsøvej 23, Silkeborg 8600",56.15499,9.560255
667,AART architects,https://aart.dk,Architecture/Design,Professional Services,Built Environment/Construction,Aarhus C,Constructing architects and designers,"Åboulevarden 22, Aarhus C 8000",56.15502,10.21091
668,Arkitema Architects,https://arkitema.com,Architecture/Design,Built Environment/Construction,Professional Services,Aarhus C,"Architecture, planning and design","Frederiksgade 32, Aarhus C 8000",56.1555,10.20531
669,Amplex,https://amplex.dk,Energy Efficiency,Sensors,Lighting,Aarhus C,Streetlight management solutions,"Bødker Balles Gård 24, Aarhus C 8000",56.15567,10.20458
670,Advokat Energi & Miljø,https://energiogmiljo.dk/en/,Law,,,Århus C,Wind Energy consulting services,"Åboulevarden 49C, 4., Århus C 8000",56.15602,10.20526
671,Kammeradvokaten/Advokatfirmaet Poul Schmidt,http://www.poulschmith.com/services/offshore,Law,Wind,Oil and Gas,Aarhus C,Wind Energy consulting services,"Åboulevarden 49, 1., Aarhus C 8000",56.15602,10.20526
672,Poul Schmith,https://poulschmith.com/,Law,Professional Services,Utility/Grid,Aarhus C,,"Åboulevarden 49, Aarhus C 8000",56.156166,10.205213
673,Gorrissen Federspiel,https://gorrissenfederspiel.com/,Law,Professional Services,Utility/Grid,Aarhus C,,"Q-Park Prismet, Silkeborgvej 2, Aarhus C 8000",56.157662,10.192412
674,Ekolab,http://ekolab.dk/profile-uk/,Professional Services,Consulting,,Aarhus C,Sustainable energy consulting,"Vestergade 48H, Aarhus C 8000",56.15814,10.20219
675,Markedskraft,https://markedskraft.com,Energy Systems/Management,Finance,Utility/Grid,Århus,Power market knowledge and portfolio management services,"Klostertorvet 6, Århus 8000",56.15857,10.20638
676,Ingeniørhøjskolen Aarhus Universitet,http://www.iha.dk,Academia/Research,,,Aarhus C,"R&D, test & demonstration","Inge Lehmanns Gade 10, Navitas, Aarhus C 8000",56.15867,10.2155
677,Ento Labs,https://ento.ai/,Enabling Technologies/Components,Energy Efficiency,,Aarhus C,Data analysis company,"Inge Lehmanns Gade 10, 6., Aarhus C 8000",56.15869,10.215
678,SEWPG European Innovation Center ApS,http://www.shanghai-electric.com/Pages/Index.aspx,Manufacturing,IoT/IIoT,Energy Systems/Management,Aarhus C,Wind Energy; Energy storage,"Inge Lehmanns Gade 10, Aarhus C 8000",56.1587,10.21552
679,Advantis Aps,http://www.advantis.dk,Engineering,Consulting,Professional Services,Aarhus C,Wind Energy,"Inge Lehmanns Gade 10, Aarhus C 8000",56.15871,10.21561
680,Brinckmann RE,https://www.brinckmanngroup.com/,Consulting,Wind,Solar,Aarhus,Wind Energy consulting services,"Inge Lehmanns Gade 10, 6., Aarhus 8000",56.158834,10.21555
681,Kollision Design Office,https://kollision.dk,Architecture/Design,Built Environment/Construction,,Aarhus C,Creating engaging experiences,"Graven 24B, Aarhus C 8000",56.15902,10.21011
682,Schonherr,http://www.schonherr.dk/en/,Architecture/Design,Consulting,,Aarhus C,Landscaping and urban design,"Klosterport 2, Aarhus C 8000",56.1591,10.20615
683,AURA Rådgivning,https://www.aura.dk/erhverv/,Energy Efficiency,Professional Services,Built Environment/Construction,Galten,Other,"Smedeskovvej 55, Galten 8464",56.15971,9.910987
684,Danish Export Association,http://www.danishexport.dk,Professional Services,Marketing,Media,Silkeborg,Wind Energy; Oil and Gas,"Lysbrohøjen 24, Silkeborg 8600",56.16012,9.501369
685,Danish Export-Water,https://www.dk-export.dk/netvaerk/water/,Wave/Water/Hydro,Energy Efficiency,,Silkeborg,Export organization within the water sector,"Lysbrohøjen 24, Silkeborg 8600",56.16012,9.501369
686,Danish Water Technology,https://danishwatertechnology.com/,Wave/Water/Hydro,Professional Services,Media,Silkeborg,,"Lysbrohøjen 24, Silkeborg 8600",56.16012,9.501369
687,MONTEM,https://www.montem.io,IoT/IIoT,Energy Efficiency,,Aarhus,Intelligent infrastructure,"Karen Blixens Boulevard 7, Aarhus 8220",56.16159,10.13446
688,Wind-Cluster,https://windcluster.com,Consulting,IoT/IIoT,Energy Efficiency,Silkeborg,Unites wind industry sub-suppliers,"Åhavevej 69, Silkeborg 8600",56.16393,9.553545
689,HjulmandKaptain,http://www.hjulmandkaptain.dk,Law,,,Aarhus C,Wind Energy consulting services,"Nørrebrogade 34-36, Aarhus C 8000",56.16433,10.21
690,DAFA,https://dafa.dk,Built Environment/Construction,Energy Efficiency,,Brabrand,Solutions for the building industry,"Holmstrupgårdvej 12, Brabrand 8220",56.16457,10.12177
691,Advansor,https://advansor.dk/en,Energy Efficiency,Built Environment/Construction,,Aarhus V,Sustainable thermal systems,"Bautavej 1A, Aarhus V 8210",56.16503,10.14647
692,Bluetop Solar Parking,https://bluetopsolar.com,Solar,Built Environment/Construction,Architecture/Design,Aarhus V,Green parking power stations,"Bautavej 1A, Aarhus V, Aarhus V 8210",56.16503,10.14647
693,DanSolar,https://dansolar.com,Solar,Wind,,Aarhus V,Solar panel manufacturer,"Bautavej 1A, Aarhus V 8210",56.16503,10.14647
694,VisBlue,https://visblue.com,Storage,Solar,,Aarhus V,Energy storage and battery solution,"Bautavej 1A, Aarhus V 8210",56.16503,10.14647
695,Euro Therm 2019 A/S,https://eurotherm.dk,Energy Efficiency,Professional Services,,Brabrand,Biomass expertise,"Grimhøjvej 11, Brabrand 8220",56.16541,10.12401
696,Justsen Energiteknik,http://www.justsen.dk/,Manufacturing,Biofuels,Energy Systems/Management,Brabrand,Biomass boiler systems,"Grimhøjvej 11, Brabrand 8220",56.16541,10.12401
697,Transition,https://transition.nu/,Circular Economy,Professional Services,Consulting,Aarhus C,"Consultancy regarding energy, climate and indoor climate","Mariane Thomsens Gade 2F, 11.sal, Aarhus C 8000",56.165962,10.228492
698,Jyske Bank A/S,https://www.jyskebank.dk/,Finance,,,Silkeborg,Wind Energy consulting services,"Kreditafdelingen Vestergade 8-16, Silkeborg 8600",56.16881,9.547239
699,Sino-Danish Centre for Education and Research,http://www.sinodanishcenter.dk/,Academia/Research,,,Aarhus C,,"Niels Jensens Vej 2, Building 1190, Aarhus C 8000",56.16914,10.20019
700,ID-advice,https://idadvice.dk,Mobility as a Service,Consulting,,Aarhus,RFID in logistics and storage,"Q-Park Haslegaardsvej 8-10, Aarhus 8210",56.17076,10.16209
701,Aarhus University,http://www.au.dk/en,Academia/Research,,,Aarhus,Danish university,"Nordre Ringgade 1, Aarhus 8000",56.17102,10.19935
702,AU Aarhus Universitet,http://www.au.dk/,Academia/Research,Energy Efficiency,,Aarhus C,Wind Energy; Energy storage; Integration of Renewables,"Nordre Ringgade 1, Aarhus C 8000",56.17102,10.19935
703,Alexandra Instituttet A/S,https://alexandra.dk/dk,Consulting,Professional Services,IoT/IIoT,Aarhus N,Wind energy;oil and gas;Other,"Åbogade 34, Aarhus N 8200",56.17197,10.18934
704,Drone Systems,https://dronesystems.dk/en/,IoT/IIoT,,,Aarhus N,Drone systems,"Finlandsgade 25F, Aarhus N 8200",56.17211,10.18978
705,SCADAMINDS,https://www.scadaminds.com/,IoT/IIoT,Security/Cybersecurity,Professional Services,Aarhus N,Data centralization,"Åbogade 15, Aarhus N 8220",56.17275,10.18643
706,Focus BioEnergy,https://focusbioenergy.com,Biofuels,Thermal Energy,,Silkeborg,Bioenergy and CHP plants,"Papirfabrikken 24, Silkeborg 8600",56.17284,9.558412
707,Thomas Group,http://thomas-as.dk/?lang=en,Wind,Engineering,Professional Services,Aarhus V,Consulting and engineering in wind-power,"Bredskifte Alle 11, Aarhus V 8210",56.17954,10.13211
708,Viva Energi,https://www.vivaenergi.dk/forside,Solar,Professional Services,Finance,Tilst,,"Anelystparken 43B, Tilst 8381",56.18308,10.09717
709,Dansk Energirådgivning,https://www.danskenergiraadgivning.dk/,Professional Services,Consulting,,Silkeborg,Energy consultancy,"Glarmestervej 18B, Silkeborg 8600",56.18504,9.535463
710,Energy Solution,https://energysolution.dk/,Professional Services,Consulting,Energy Efficiency,Tilst,Energy optimization; Automation,"True Møllevej 1, Tilst 8381",56.18572,10.08796
711,Envision Energy,http://www.envisioncn.com/,Wind,IoT/IIoT,Solar,Silkeborg,"R&D, test & demonstration","Randersvej 2a, Silkeborg 8600",56.18734,9.575373
712,J. Hvidtved Larsen,https://hvidtved.com,Built Environment/Construction,Circular Economy,,Silkeborg,Sewer cleaning equipment,"Lillehøjvej 15, Silkeborg 8600",56.18862,9.568819
713,Maskinfabrikken Silkeborg Spantagning,http://www.mssp.dk/en/,Wind,,,Silkeborg,"Turning, milling and drilling services","Lillehøjvej 32, Silkeborg 8600",56.1892,9.565925
714,Romo Wind A/S,https://www.romowind.com/,Wind,Consulting,Professional Services,Århus N,Wind Energy consulting services,"Olof Palmes alle 47, Århus N 8200",56.1897,10.1811
715,Energi Danmark Group,https://energidanmark.com,Professional Services,Finance,,Aarhus N,Trading electricity,"Hedeager 5, Aarhus N 8200",56.1925,10.17892
716,MHI Vestas Offshore Wind,http://www.mhivestasoffshore.com,Wind,,,Aarhus N,Wind Energy Product Supplier,"Dusager 4, Aarhus N 8200",56.19324,10.18588
717,Dynamic Energy,http://www.dynamicenergy.dk/,Finance,Professional Services,,Risskov,Energy trading; power,"Liljevej 8, Risskov 8240",56.19367,10.24053
718,BIIR,http://www.biir.dk,Professional Services,Engineering,Enabling Technologies/Components,Aarhus,Wind Energy,"Dusager 14, Aarhus 8200",56.19423,10.18346
719,Sunds EL,https://sundsel.dk/,Professional Services,Built Environment/Construction,Solar,Sunds,,"Navervej 16B, Sunds 7451",56.19424,9.019351
720,Unisense,https://imecsensor.com,Sensors,Manufacturing,,Aarhus,Oil and Gas,"Tueager 1, Aarhus 8200",56.19495,10.17785
721,Kuben Management,https://kubenman.dk/,Built Environment/Construction,Energy Efficiency,Professional Services,Aarhus N,Consultancy regarding ecofriendly buildings,"Dusager 22, Aarhus N 8200",56.19597,10.18339
722,NRGi Renewables,https://nrgi.dk/,Utility/Grid,,,Aarhus N,Wind Energy developer & investor,"Dusager 22, Aarhus N 8200",56.19597,10.18339
723,Vestas Wind Systems A/S,https://www.vestas.com/,Wind,Manufacturing,Professional Services,Aarhus,Wind Energy; Other; Energy Storage; Integration of Renewables,"Hedeager 42, Aarhus 8200",56.19665,10.1815
724,Develco Products,https://www.develcoproducts.com/,IoT/IIoT,,,Aarhus N,Supplying IoT solutions,"Tangen 6, Aarhus N 8200",56.19796,10.17371
725,Incommodities,https://incommodities.com/,Finance,IoT/IIoT,,Aarhus N,Energy trading; power,"Tangen 6, Aarhus N 8200",56.19796,10.17371
726,Spica Technology,https://spicatech.dk,Wind,IoT/IIoT,Engineering,Silkeborg,Wind power retrofit solutions,"Ørstedsvej 5, Silkeborg 8600",56.19895,9.571559
727,AREPA Danmark,http://www.arepa.com,Energy Systems/Management,Manufacturing,Enabling Technologies/Components,Silkeborg,Wind Energy operation & maintenance,"Mads Clausens Vej 12, Silkeborg 8600",56.19922,9.590511
728,EnergiMidt,https://eniig.dk/,Enabling Technologies/Components,IoT/IIoT,,Silkeborg,A multi utility company,"Tietgensvej 2-4, Silkeborg 8600",56.19971,9.576508
729,DANETV,http://www.etv-denmark.com/,Evaluation/Compliance,Energy Efficiency,Environmental Remediation,Aarhus N,Test of environmental technologies,"Agro Food Park 15, Aarhus N 8200",56.19984,10.15951
730,Knowledge Centre for Agriculture,https://daas.dk,Circular Economy,Media,,Århus N,,"Agro Food Park 15, Århus N 8200",56.19984,10.15951
731,SEGES,https://en.seges.dk/,Circular Economy,Professional Services,,Aarhus N,Agricultural advisor,"Agro Food Park 15, Aarhus N 8200",56.19984,10.15951
732,CENTA Power Transmission,https://centa.dk,Enabling Technologies/Components,Generation/Transmission,Wind,Silkeborg,Clean energy,"A. C. Illums Vej 5, Silkeborg 8600",56.2008,9.582907
733,Ymer Technology ApS,http://www.ymertechnology.com,Engineering,Professional Services,Evaluation/Compliance,Silkeborg,Wind Energy Product Supplier,"Poul Larsens vej 10, Silkeborg 8600",56.20126,9.594428
734,Schmidt Innovation ApS,http://sinno.dk/,Engineering,Consulting,Energy Systems/Management,Aarhus N,"Wind Energy; Oil and Gas, Other","Agro Food Park 13, Aarhus N 8200",56.2013,10.15847
735,SCADA International,https://scada-international.com,IoT/IIoT,Consulting,,Silkeborg,Empowering the renewable energy sector,"A. C. Illums Vej 4, Silkeborg 8600",56.20135,9.584228
736,I•GIS,https://geoscene3d.com,Geology,IoT/IIoT,,Risskov,Geoscience software,"Voldbjergvej 14, Risskov 8240",56.20146,10.24215
737,LEDpartner,https://ledpartner.dk,Lighting,Energy Efficiency,,Risskov,LED developer,"Arresøvej 18A, Risskov 8240",56.20261,10.23329
738,Hydratech Industries Wind Power,http://www.hydratech-industries.com/,Wind,Enabling Technologies/Components,,Silkeborg,Hydraulic components for wind turbines,"Suensonsvej 14, Silkeborg 8600",56.20363,9.574213
739,Solcellekonsulenten,https://solcellekonsulenten.dk/,Solar,Consulting,Professional Services,Risskov,,"Arresøvej 48, Risskov 8240",56.20561,10.23058
740,EnPro Denmark,https://enpro.dk/,Manufacturing,Engineering,,Egaa,Wind Energy,"Brohaven 14, Egaa 8250",56.20588,10.27162
741,Makeen Energy Group,http://www.makeenenergy.com/home/,Consulting,Energy Efficiency,Professional Services,Aarhus N,LPG filling facilities; LNG bunkering; power plants,"P. O. Pedersens Vej 22, Aarhus N 8200",56.20902,10.18947
742,Energy-Service,https://e-service.dk,Professional Services,Enabling Technologies/Components,IoT/IIoT,Egå,District heating measuring,"Kringelled 10, Egå 8250",56.21325,10.2634
743,SkyTEM Surveys,https://skytem.com,Geology,IoT/IIoT,Consulting,Aarhus N,Airborne geophysical company,"Dyssen 2, Aarhus N 8200",56.21769,10.14674
744,PowerCon Embedded A/S,https://www.powerconembedded.com/,Wind,IoT/IIoT,,Aarhus N,Wind turbines; IoT Technology,"Landyssen 5, Aarhus N 8200",56.21858,10.14172
745,Navitas Consulting Engineers,https://nace.dk,Engineering,Solar,Wind,Lystrup,Renewable energy consultancy,"Skæringvej 100, Lystrup 8520",56.22805,10.24014
746,ALL NRG A/S,http://www.allnrg.com,Wind,Oil and Gas,Solar,Lystrup,Wind Energy; Oil and Gas,"Lyshøjen 4, Lystrup 8520",56.22893,10.23992
747,Goldwind Energy ApS,http://www.goldwinddenmark.com,Wind,Enabling Technologies/Components,,Hinnerup,"R&D, test & demonstration","Delta 4, Hinnerup 8382",56.2302,10.11229
748,R&D,https://rdas.dk,Engineering,Consulting,,Hinnerup,Experts within the wind industry,"Delta 2, Hinnerup 8382",56.23047,10.11156
749,Terma,http://www.terma.com,Enabling Technologies/Components,Engineering,,Lystrup,Wind Energy Product Supplier,"Hovmarken 4, Lystrup 8520",56.23411,10.24178
750,EC Power,https://www.ecpower.eu/en/,Energy Efficiency,Manufacturing,Storage,Hinnerup,Micro power plants,"Samsøvej 25, Hinnerup 8382",56.24892,10.07352
751,Danish Marine & Offshore Group,http://www.offshore-denmark.dk,Professional Services,Media,Marketing,Skødstrup,Wind Energy; Oil and gas,"Stationsvangen 5, Skødstrup 8541",56.25978,10.30206
752,P & J Windpower ApS,http://www.pjwindpower.com,Wind,Professional Services,,Hinnerup,Wind Energy developer & investor,"Humlehaven 18, Hinnerup 8382",56.26115,10.08405
753,SolarVenti,http://www.solarventi.com/,Solar,Professional Services,,Thorsø,Solar heating products,"Fabriksvej 8, Thorsø 8881",56.29994,9.778618
754,Connected Wind Services,https://www.connectedwind.com/,Wind,Enabling Technologies/Components,Energy Systems/Management,Balle,Wind Energy operation & maintenance,"Nyballevej 8, Balle 8444",56.30851,10.79478
755,CenSec,http://censec.dk/,IoT/IIoT,,,Karup J,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"N.O.Hansens Vej 4, Karup J 7470",56.31062,9.120631
756,Gardit A/S,http://www.gardit.dk,Professional Services,Consulting,,Kjellerup,Wind Energy; Oil and Gas,"Krogsgårdsvej 6, Kjellerup 8620",56.32118,9.334116
757,DE TekniQ,https://www.detekniq.dk/,Solar,Professional Services,Built Environment/Construction,Kjellerup,,"Nørrevangsvej 5, Kjellerup 8620",56.33746,9.425161
758,Mita-Teknik,https://mita-teknik.com,Wind,,,Rødkærsbro,Flexible technical solutions,"Håndværkervej 1, Rødkærsbro 8840",56.3465,9.499911
759,Difko Administration,https://www.difko.dk/om-difko,Finance,Professional Services,Wind,Holstebro,Wind Energy operation & maintenance,"Sønderlandsgade 44, Holstebro 7500",56.35443,8.618142
760,Danish Museum of Energy - Energimuseet,http://www.energimuseet.dk/Energy-Museum-Home.aspx,Academia/Research,Energy Systems/Management,Media,Bjerringbro,,"Bjerringbrovej 44, Bjerringbro 8850",56.35572,9.603403
761,GSI Wind,https://gsiwind.com,Wind,,,Holstebro,Wind turbine support,"Blåmunkevej 5, Holstebro 7500",56.3565,8.631454
762,MyEnergy,https://www.myenergy.dk/,Solar,Storage,,Langå,Solar pannels,"Skovtjørnevej 5, Langå 8870",56.35712,9.92389
763,Grene Wind Industry Supplies a/s,https://www.dnb.com/business-directory/company-profiles.grene_wind_industry_supplies_a-s.069c4da6420bc958be002f3031aaa670.html,Wind,Professional Services,,Ryomgård,Wind Energy; Oil and Gas,"Thorsagervej 13A, Ryomgård 8550",56.3683,10.49903
764,NOE Teknik A/S,https://www.noe.dk/da/om_os,Utility/Grid,Energy Systems/Management,,Holstebro,Wind Energy consulting services,"Skivevej 120, Holstebro 7500",56.37564,8.63887
765,Grundfos,https://grundfos.com,Built Environment/Construction,Energy Efficiency,Wave/Water/Hydro,Bjerringbro,Pump manufacturer,"Poul Due Jensens Vej 7, Bjerringbro 8850",56.38029,9.669024
766,CeramicSpeed Bearings,https://ceramicspeed.com,Enabling Technologies/Components,Manufacturing,,Holstebro,Ball Bearings,"Nørgårdsvej 3, Holstebro 7500",56.38616,8.618321
767,Storm Energi,https://storm-energi.dk/,Energy Efficiency,Engineering,Professional Services,Ulstrup,,"Hagenstrupvej 22b, Ulstrup 8860",56.38751,9.771791
768,Alpha Wind Energy,https://alphawind.dk,Wind,Solar,Professional Services,Bjerringbro,Wind and solar energy project developer,"Hedemøllevej 35, Bjerringbro 8850",56.39292,9.638194
769,DWP System Supplier,http://www.dwpsystemsupplier.dk,Wind,Built Environment/Construction,Professional Services,Grenaa,Wind Energy,"Færgevej 1, 1. sal, Grenaa 8500",56.407249,10.92396
